shift_duration_hrs,ventilation_rate_m3_per_min,methane_level_ppm,machinery_age_years,avg_worker_experience_yrs,workforce_size,depth_m,temperature_c,incidents_last_30_days,incident_occurred
10,8.05,62.8,1.9,1.3,37,328.0,28.1,0,0
10,8.22,488.8,8.5,0.9,14,235.0,30.2,0,0
8,7.42,88.3,2.6,5.5,22,383.0,36.1,2,1
8,7.81,100.7,19.0,4.7,23,526.0,29.6,1,0
10,7.43,65.0,9.5,5.2,11,632.0,31.8,1,0
8,5.35,360.4,6.3,0.5,23,869.0,21.7,0,0
12,7.28,126.2,15.3,11.2,28,841.0,31.7,0,0
10,7.94,215.4,10.0,2.5,19,535.0,36.1,0,0
8,7.86,250.5,6.2,1.9,27,674.0,23.4,0,0
8,8.64,62.7,16.2,3.1,8,858.0,26.4,0,0
12,7.77,85.3,17.3,2.5,8,121.0,31.4,0,0
8,7.13,283.0,13.5,10.0,9,55.0,30.2,1,0
8,8.43,67.7,0.9,13.2,27,75.0,21.2,0,0
12,6.45,236.9,11.3,1.8,15,529.0,28.8,1,0
12,4.91,424.5,15.3,10.0,15,698.0,26.3,1,1
12,6.21,146.4,2.7,7.6,17,362.0,23.2,0,0
10,5.16,203.0,4.6,13.4,18,513.0,34.8,0,0
8,5.28,245.3,17.6,1.4,12,489.0,28.0,0,1
8,6.24,279.7,0.4,4.3,29,131.0,32.9,0,0
10,5.07,75.4,15.1,1.6,22,323.0,22.1,0,1
10,5.95,7.9,9.5,8.7,22,67.0,30.9,0,0
8,3.09,77.1,8.9,0.0,14,144.0,33.3,0,0
12,6.88,168.0,0.1,4.2,11,740.0,26.8,0,0
8,6.5,89.8,16.4,2.1,18,755.0,25.5,0,0
8,5.03,207.3,7.2,1.9,19,732.0,21.5,1,0
8,7.69,66.2,10.8,5.2,20,668.0,23.7,1,0
8,8.19,151.1,13.5,9.5,6,724.0,25.7,1,0
8,3.61,30.9,14.1,4.7,34,620.0,23.1,0,0
8,5.13,207.6,19.1,9.6,34,619.0,24.2,0,1
8,5.12,118.3,10.6,1.5,22,617.0,28.8,0,0
10,4.81,34.2,8.0,3.7,35,487.0,29.4,0,0
10,7.99,51.8,19.1,3.0,17,359.0,33.5,0,1
10,6.15,207.1,12.8,0.1,24,671.0,24.2,0,1
12,6.02,98.8,6.0,4.1,39,304.0,28.1,0,0
8,2.89,36.5,2.5,5.4,27,511.0,25.9,0,0
8,7.64,512.9,16.9,4.5,37,418.0,25.6,0,0
12,4.27,188.4,7.2,6.7,39,285.0,26.4,0,0
8,6.61,472.5,13.2,4.2,24,878.0,27.0,1,1
12,7.0,83.6,9.4,0.3,7,270.0,29.3,1,0
8,8.95,96.7,4.0,0.6,12,313.0,26.3,0,0
12,4.14,342.4,12.0,4.5,36,187.0,34.1,0,0
8,1.5,111.7,1.2,1.6,33,750.0,19.5,0,0
12,6.83,184.3,8.3,0.4,11,549.0,33.3,1,1
10,9.74,43.6,10.9,2.8,6,571.0,26.2,0,0
12,8.73,88.8,8.7,4.0,25,747.0,27.1,0,0
8,6.88,19.8,15.0,2.0,10,341.0,28.0,0,1
10,5.62,34.6,16.6,6.4,32,215.0,31.5,0,0
12,7.95,0.1,15.4,5.2,36,219.0,23.6,0,0
10,4.75,6.0,0.8,2.0,13,673.0,24.7,0,1
10,7.36,567.7,3.9,7.0,15,572.0,30.5,0,1
10,7.41,41.6,10.7,5.2,27,225.0,19.5,0,0
8,8.41,163.3,18.7,5.1,15,173.0,27.8,1,0
10,11.47,274.0,16.7,4.0,6,153.0,24.0,0,0
10,7.21,120.0,16.9,0.1,7,584.0,23.0,0,0
12,5.58,24.9,6.1,6.0,15,50.0,19.8,0,0
8,6.45,195.4,8.6,2.4,39,66.0,31.9,1,1
8,3.32,137.5,9.4,14.3,19,381.0,28.8,0,0
12,5.25,197.1,3.1,8.5,15,638.0,24.6,0,0
12,5.76,220.3,0.6,4.4,35,641.0,27.2,0,0
8,5.56,555.8,18.9,1.5,32,416.0,22.5,1,1
10,6.77,127.8,4.8,1.1,32,637.0,25.3,1,0
8,5.02,62.7,4.8,2.1,36,493.0,27.0,0,0
8,8.52,156.8,1.7,3.2,29,880.0,28.3,2,0
8,6.5,10.6,18.6,1.8,24,188.0,30.0,1,0
8,6.48,341.5,11.6,3.6,32,561.0,19.0,2,0
10,5.91,19.1,13.3,0.9,29,468.0,30.0,1,0
8,6.78,59.6,18.2,19.0,15,215.0,19.4,0,0
12,7.99,253.7,6.9,0.6,23,687.0,30.2,0,0
12,4.94,136.4,12.4,13.4,32,284.0,26.9,0,0
10,5.32,75.0,0.8,12.2,5,374.0,33.5,1,0
10,5.95,96.2,3.7,3.7,9,369.0,24.6,0,0
8,4.08,289.2,16.6,6.5,14,258.0,31.9,0,1
12,5.03,62.3,15.3,2.9,38,416.0,22.2,0,0
10,5.64,305.6,7.0,5.0,6,452.0,28.5,0,1
8,8.07,13.8,7.5,2.1,22,683.0,17.8,0,0
12,6.97,225.0,10.7,1.8,17,700.0,32.4,0,0
12,6.85,282.1,0.0,4.3,9,185.0,36.6,1,1
12,8.03,30.1,4.8,3.4,24,554.0,24.5,1,0
10,6.25,84.4,4.2,4.3,6,812.0,28.6,1,1
10,7.2,27.1,5.0,1.7,15,142.0,30.2,0,0
8,6.31,183.9,16.1,2.3,34,452.0,20.2,0,0
12,6.98,115.0,5.6,0.4,36,688.0,24.3,0,1
12,5.45,151.3,3.8,0.3,36,570.0,23.9,0,0
8,2.11,32.8,10.1,1.5,32,135.0,40.0,0,0
8,6.26,35.7,17.3,0.4,14,387.0,33.2,1,0
8,9.06,6.4,4.8,0.5,26,481.0,26.9,1,1
12,8.17,58.3,1.6,8.4,21,896.0,31.9,1,0
12,8.24,123.1,7.1,0.2,26,202.0,29.1,0,0
8,8.73,292.7,15.0,5.4,23,885.0,31.0,0,0
10,6.66,164.9,11.0,1.6,21,370.0,22.7,1,0
8,6.86,85.7,16.3,10.3,28,220.0,34.9,0,0
12,5.39,459.0,19.2,3.3,36,402.0,24.2,0,0
12,5.93,190.5,15.9,1.8,32,572.0,24.4,0,1
12,7.61,399.2,12.1,3.6,18,231.0,31.0,0,0
8,8.67,112.5,9.9,2.4,10,298.0,29.7,0,0
8,6.25,44.9,0.8,4.2,13,776.0,28.1,1,0
8,5.69,8.1,19.7,0.6,25,899.0,32.2,1,0
8,6.5,194.2,7.7,29.0,16,320.0,22.2,0,1
12,7.58,19.4,3.0,2.8,34,177.0,37.2,1,0
12,3.9,54.1,13.3,2.1,35,724.0,25.5,0,0
12,2.37,114.0,5.7,6.2,8,560.0,27.6,1,0
12,5.51,124.7,11.7,2.3,35,135.0,37.3,0,0
10,4.3,137.7,11.7,9.0,31,855.0,24.5,0,0
10,5.59,27.3,8.9,3.0,29,116.0,33.1,0,0
12,6.23,71.6,16.7,6.4,9,582.0,26.9,0,0
12,5.68,144.0,5.3,0.6,10,410.0,23.8,0,0
8,9.11,525.1,9.0,9.4,9,523.0,26.1,0,0
8,7.09,195.1,10.8,6.7,31,231.0,30.8,1,0
8,7.04,383.8,13.3,1.2,12,635.0,33.1,0,0
12,7.62,215.5,15.7,0.8,13,866.0,29.1,0,0
10,4.45,134.4,7.9,1.9,19,440.0,20.0,2,0
8,8.37,32.0,12.9,18.7,11,495.0,31.2,1,0
10,6.36,164.8,3.0,1.5,36,254.0,27.3,0,0
10,7.71,146.5,18.7,3.0,12,808.0,22.5,0,0
8,4.57,138.4,7.7,0.2,19,875.0,29.7,0,0
8,3.7,100.9,14.6,2.5,23,718.0,33.7,0,0
10,7.97,112.8,0.4,4.2,10,511.0,28.0,0,0
10,7.18,61.1,4.1,15.3,23,863.0,32.6,0,0
10,4.88,109.9,9.7,3.6,32,181.0,30.3,1,0
10,4.93,33.0,17.6,8.5,21,457.0,30.4,0,0
12,8.53,245.3,10.5,4.0,23,507.0,26.5,0,0
10,4.36,30.8,18.6,0.2,35,468.0,32.1,0,0
10,9.46,13.3,9.7,1.9,15,732.0,32.6,0,0
12,4.88,86.0,9.8,4.3,19,620.0,32.0,0,0
8,7.65,161.1,2.4,15.0,14,158.0,26.4,0,0
8,5.91,86.4,16.1,9.8,27,344.0,32.9,0,0
8,7.59,48.6,4.9,1.3,7,338.0,29.9,0,0
10,5.52,122.5,18.0,1.2,7,531.0,23.1,1,0
10,6.21,63.9,18.2,1.1,22,298.0,26.1,0,1
10,6.57,405.2,18.9,12.8,29,150.0,25.3,1,0
8,4.7,383.9,10.4,9.6,24,606.0,18.1,0,0
8,7.83,104.7,13.5,7.5,33,773.0,33.0,2,1
8,5.58,59.6,15.6,2.5,26,842.0,43.5,1,1
8,6.09,200.4,2.6,3.5,19,877.0,34.0,0,1
10,4.71,5.6,12.0,3.1,14,714.0,28.8,0,0
8,1.89,96.6,0.7,1.5,25,169.0,25.4,0,0
8,6.16,61.5,10.0,3.5,33,775.0,23.4,0,0
12,10.84,379.9,3.1,0.2,36,390.0,28.8,0,0
8,7.91,1.8,3.7,0.7,14,670.0,32.8,1,0
10,6.47,120.7,7.3,10.9,17,502.0,24.6,0,0
10,6.03,202.4,8.6,7.0,27,754.0,40.8,0,0
8,6.54,99.5,12.5,2.7,27,412.0,21.1,0,0
10,7.48,13.4,1.5,3.6,35,103.0,29.1,0,0
12,4.37,538.8,10.1,2.3,8,523.0,28.4,0,0
12,8.51,109.5,3.7,6.8,7,196.0,28.0,0,0
8,7.79,142.9,11.5,7.7,25,871.0,25.2,0,1
12,7.79,40.5,12.7,7.2,6,498.0,28.4,0,0
8,7.29,99.1,11.1,6.4,8,521.0,25.8,0,0
8,6.54,84.1,14.8,1.1,5,821.0,34.4,0,1
8,7.71,11.7,6.7,2.1,19,581.0,36.1,0,0
12,7.57,16.8,15.3,3.2,37,307.0,26.1,0,0
8,5.86,272.5,8.7,2.0,10,302.0,19.8,1,0
8,5.47,41.1,9.7,7.0,11,476.0,29.6,0,0
10,6.68,32.5,13.0,2.0,23,787.0,29.4,0,0
8,9.29,105.5,0.4,0.7,5,726.0,28.5,0,0
8,4.27,219.6,13.1,2.5,23,868.0,30.7,1,1
8,3.86,9.6,12.4,19.5,30,111.0,34.9,1,0
8,6.8,129.0,6.2,1.3,16,278.0,32.2,0,0
8,6.59,19.0,1.7,4.7,26,118.0,30.7,1,0
8,6.81,5.6,1.8,2.8,17,688.0,31.8,1,0
10,6.94,8.1,18.5,0.4,32,170.0,29.3,0,0
8,6.1,269.5,13.8,3.3,18,135.0,23.3,1,0
8,9.18,18.8,2.5,6.1,26,527.0,35.3,1,0
12,3.62,6.9,7.1,3.6,34,400.0,28.5,2,0
8,5.01,86.4,11.8,10.3,24,658.0,23.3,0,0
10,6.31,278.7,16.7,1.7,31,464.0,22.4,0,0
8,3.54,45.7,0.9,0.5,38,412.0,23.4,0,0
8,6.18,82.2,4.7,13.8,5,412.0,21.8,0,0
8,9.49,6.1,17.8,2.4,19,791.0,31.3,0,0
8,6.54,89.4,0.2,4.3,36,386.0,27.1,2,0
8,6.92,129.3,4.0,7.9,12,333.0,31.9,0,0
8,4.23,126.9,19.2,2.0,37,338.0,33.8,2,1
8,5.39,60.6,12.3,6.3,22,217.0,32.6,0,0
8,5.82,56.9,5.2,0.7,33,782.0,31.2,1,0
8,5.93,16.9,1.3,1.7,36,175.0,29.4,3,0
8,8.81,68.5,0.6,0.8,37,822.0,27.0,1,0
8,7.5,15.7,4.9,8.3,9,291.0,27.4,0,0
10,4.5,218.2,17.6,1.3,22,815.0,30.9,1,0
10,6.94,508.4,8.3,6.3,14,722.0,23.2,0,0
8,7.4,526.4,14.4,14.3,37,545.0,27.7,1,0
10,8.55,300.5,18.4,3.8,27,619.0,24.3,1,0
10,9.34,137.7,8.2,3.9,9,327.0,33.9,1,0
8,4.67,181.0,3.8,3.1,38,538.0,31.6,1,0
12,5.04,50.4,10.3,2.0,28,299.0,38.7,1,1
12,4.24,149.5,18.2,3.2,21,392.0,24.2,1,0
8,6.08,91.2,16.1,4.6,35,700.0,24.7,0,1
8,7.34,98.7,1.3,21.3,11,257.0,28.3,0,0
12,8.28,212.7,13.9,13.9,21,763.0,24.4,1,0
10,6.36,49.7,11.4,9.9,32,370.0,30.7,0,0
8,5.92,57.4,18.1,11.0,26,502.0,27.7,0,0
8,6.77,387.8,2.4,3.2,19,851.0,25.6,1,0
8,5.0,8.7,10.7,5.4,19,629.0,33.4,0,0
8,10.26,99.7,17.6,11.3,29,599.0,18.8,0,0
10,3.61,365.9,8.2,2.5,25,655.0,30.7,1,1
8,6.83,141.4,9.6,16.3,6,830.0,25.2,2,0
8,10.14,118.6,1.4,2.7,31,261.0,32.1,0,0
10,6.51,43.1,5.6,4.6,36,571.0,33.3,1,0
8,6.16,63.1,6.5,6.2,25,390.0,16.6,1,0
8,5.86,286.6,18.9,15.0,8,60.0,26.9,0,0
10,6.18,122.9,5.7,1.4,23,157.0,28.3,0,0
12,8.97,108.5,9.2,6.9,6,326.0,16.2,0,0
10,2.52,15.7,13.4,3.7,30,530.0,29.1,0,0
10,9.26,2.4,3.2,1.6,38,799.0,25.4,0,0
8,3.94,497.3,9.7,7.5,18,722.0,22.0,0,0
8,6.02,71.0,14.8,4.0,19,520.0,24.7,0,0
10,5.73,138.7,17.3,5.4,24,113.0,23.9,0,0
8,7.56,12.5,12.5,1.9,38,293.0,25.1,0,0
8,3.62,172.4,13.4,3.3,23,362.0,28.9,1,0
8,7.33,404.5,2.5,4.8,13,578.0,32.9,0,0
8,10.14,128.6,18.9,2.6,11,105.0,27.6,0,0
8,4.05,20.2,2.7,1.1,34,501.0,33.5,0,0
8,6.84,130.7,15.5,16.3,17,816.0,22.8,0,0
8,5.31,218.1,5.3,3.6,31,650.0,28.8,0,0
8,7.27,78.2,18.7,6.6,39,728.0,38.5,0,0
12,6.53,317.8,14.4,2.6,17,629.0,20.0,1,0
10,5.35,156.9,15.1,2.2,19,226.0,19.9,0,1
10,7.38,344.3,4.4,2.6,13,144.0,34.4,1,1
10,9.75,146.5,8.9,2.6,27,755.0,29.1,1,0
8,6.16,21.1,12.4,3.9,7,641.0,25.0,0,0
8,7.8,55.6,15.4,3.9,38,539.0,22.4,0,0
10,4.17,33.8,2.1,3.4,23,211.0,27.8,1,0
10,4.78,359.2,19.2,0.7,32,563.0,28.7,0,0
10,7.35,214.3,17.8,3.4,27,77.0,28.7,0,0
8,9.17,169.2,5.4,0.9,11,151.0,22.3,0,0
8,7.14,53.7,16.5,0.7,16,315.0,26.3,1,0
8,5.94,30.5,10.4,13.5,18,427.0,25.2,1,0
8,6.5,211.9,9.2,4.6,19,152.0,31.2,1,0
10,4.25,96.4,6.3,5.4,7,152.0,22.6,1,0
10,7.59,38.4,11.6,2.6,19,667.0,28.4,1,0
8,8.09,143.8,14.6,12.0,28,534.0,41.2,0,0
12,5.69,6.2,8.2,5.1,12,504.0,22.3,1,0
10,5.65,59.2,12.6,7.3,9,435.0,24.3,1,0
8,6.98,94.8,14.0,2.3,8,880.0,27.5,0,0
8,5.71,24.0,14.2,16.1,18,92.0,13.3,1,0
8,6.38,626.5,1.0,8.6,20,204.0,20.9,0,1
8,10.28,35.2,17.2,9.6,24,600.0,29.6,1,1
8,6.06,21.0,9.2,0.9,28,166.0,27.1,0,0
8,5.85,34.1,5.2,1.6,10,551.0,33.3,0,0
8,5.33,219.8,4.8,1.7,35,533.0,26.8,3,0
8,7.84,83.1,9.7,1.6,10,875.0,26.4,0,0
12,6.17,125.0,17.7,9.7,39,801.0,24.5,0,0
8,5.33,3.2,7.6,0.2,19,854.0,26.3,0,0
10,8.88,5.3,15.0,0.4,33,147.0,21.9,0,0
8,9.06,88.5,1.9,1.6,7,788.0,27.3,0,0
12,5.42,254.5,9.5,1.1,15,160.0,23.1,2,0
8,3.14,324.7,19.8,1.3,7,588.0,21.9,2,0
8,8.31,13.6,15.4,8.0,32,662.0,24.8,0,0
12,5.27,115.9,4.2,4.1,14,187.0,30.3,0,0
12,7.92,366.7,10.0,0.0,37,588.0,28.7,0,0
12,2.95,73.6,4.7,2.8,20,95.0,31.3,0,0
8,8.11,265.4,8.2,2.6,14,299.0,23.4,0,0
8,4.32,21.5,15.6,0.6,37,833.0,27.9,1,0
10,7.82,410.9,15.4,5.6,7,196.0,36.5,0,1
12,6.53,208.8,4.6,6.1,9,105.0,35.0,0,0
10,4.78,425.4,18.4,6.4,16,427.0,21.6,0,1
10,5.77,169.3,11.9,6.5,17,773.0,23.0,0,0
8,7.74,67.7,7.6,0.0,28,115.0,36.5,0,0
10,6.69,417.5,10.0,15.4,36,352.0,30.3,1,0
8,7.55,48.4,12.1,8.4,20,815.0,27.0,1,0
8,10.06,60.6,11.2,11.7,36,150.0,26.5,0,0
8,3.68,181.0,9.7,0.1,25,314.0,29.1,0,0
10,9.41,217.4,10.1,13.6,16,712.0,29.2,2,0
8,6.69,397.6,3.5,8.3,25,512.0,25.3,0,0
8,4.88,34.4,16.3,9.1,25,757.0,27.2,0,0
10,4.11,239.9,10.8,0.5,10,145.0,25.2,1,1
8,6.16,201.2,2.6,6.7,13,832.0,28.8,0,0
10,8.16,9.9,15.3,16.1,5,845.0,24.3,0,0
8,6.27,73.5,18.6,5.7,16,182.0,21.7,0,0
8,9.22,49.9,18.9,4.2,18,79.0,35.4,1,0
10,3.89,54.5,7.4,14.6,10,891.0,27.7,0,0
8,6.48,610.7,2.7,2.9,5,460.0,36.5,0,0
8,4.25,154.4,10.4,4.6,26,536.0,18.3,0,0
8,7.15,189.7,2.3,3.2,38,574.0,20.8,0,0
8,8.1,563.4,18.7,13.5,15,721.0,30.3,1,0
12,5.74,71.0,3.7,0.4,7,740.0,27.7,0,0
8,1.81,242.8,5.1,3.5,10,215.0,22.2,0,0
12,6.86,85.5,8.1,5.8,10,251.0,33.7,1,0
8,7.29,305.5,7.7,7.8,24,795.0,23.7,1,0
10,7.23,29.9,15.9,4.4,25,747.0,34.0,1,1
10,8.72,442.6,9.1,12.0,6,575.0,27.6,0,0
10,4.57,37.0,3.4,14.2,30,895.0,22.7,0,0
8,7.72,59.2,5.3,0.3,35,675.0,24.7,2,0
8,8.65,211.7,10.2,2.6,30,233.0,34.9,1,1
8,3.3,75.1,2.9,0.1,36,770.0,26.5,0,0
12,7.08,140.6,12.2,2.0,14,403.0,32.9,2,0
12,5.59,88.2,11.3,3.8,27,81.0,35.0,0,0
12,6.35,203.4,14.3,12.1,10,323.0,27.6,0,0
8,7.13,38.9,18.8,9.4,27,699.0,26.9,0,0
10,5.62,9.0,18.2,0.7,32,866.0,26.0,0,0
12,5.28,53.5,18.9,0.5,34,285.0,29.8,0,0
8,6.56,96.5,4.9,4.4,18,260.0,35.5,0,0
8,4.54,27.6,2.6,3.8,36,529.0,21.9,1,0
10,4.55,65.7,6.0,1.5,38,740.0,29.1,2,0
10,7.72,76.6,17.9,11.5,26,685.0,28.9,1,0
12,4.43,8.9,19.4,13.1,35,526.0,19.0,1,0
8,7.7,131.3,17.2,2.6,11,587.0,23.6,1,0
10,7.33,323.6,2.2,11.1,25,256.0,24.6,0,0
8,3.39,24.7,18.9,2.4,20,418.0,31.8,0,1
8,5.28,136.6,8.5,6.7,24,267.0,32.7,0,0
8,8.65,163.9,0.2,3.2,23,802.0,18.6,0,0
12,4.73,81.5,8.8,0.7,36,146.0,31.2,0,0
10,5.66,181.1,0.9,13.2,19,628.0,30.5,1,0
10,7.33,79.3,10.9,3.0,9,271.0,30.9,0,0
8,7.91,105.4,6.8,6.6,15,454.0,28.8,0,0
12,6.05,1.1,9.5,2.3,19,305.0,32.8,0,0
8,5.42,176.5,12.3,0.1,33,325.0,33.9,0,0
12,9.06,162.4,17.4,0.5,8,271.0,19.8,0,0
8,9.63,5.9,13.2,3.4,27,690.0,27.8,1,1
8,8.26,68.9,8.7,5.9,19,361.0,26.7,1,0
8,6.65,579.7,16.4,2.0,7,667.0,25.1,1,0
8,5.05,81.9,18.1,5.9,36,438.0,25.7,0,0
10,5.01,104.6,2.4,6.0,14,515.0,28.9,0,0
10,7.44,361.1,10.6,6.1,26,512.0,21.5,1,0
8,7.25,189.5,5.7,3.4,18,879.0,31.4,1,0
12,9.02,130.9,0.9,12.3,21,362.0,26.2,0,0
8,7.67,239.8,13.4,3.4,25,227.0,32.4,0,0
10,3.79,299.7,17.3,3.0,19,825.0,24.9,0,1
12,8.39,91.6,3.3,1.1,19,199.0,24.6,1,0
10,4.7,96.7,16.2,1.8,5,759.0,23.3,0,0
8,5.81,73.2,17.1,0.2,28,178.0,24.9,0,0
12,6.95,510.4,18.3,5.0,16,610.0,24.0,0,1
10,10.09,179.2,5.3,1.4,14,178.0,30.2,0,0
8,12.0,13.0,18.1,1.8,35,835.0,33.2,0,0
8,7.59,298.1,6.4,7.4,15,530.0,29.9,0,0
10,6.17,98.3,11.0,2.0,20,330.0,27.6,0,0
10,7.46,10.7,1.0,1.4,13,169.0,30.4,0,0
10,8.1,119.7,0.9,0.9,18,366.0,27.8,0,0
12,5.92,81.0,14.4,7.5,23,649.0,28.1,1,0
10,9.73,315.3,8.9,0.7,35,377.0,26.5,3,1
8,6.91,34.2,5.1,3.0,13,259.0,32.2,0,0
8,7.4,262.7,3.8,3.5,30,541.0,15.2,0,0
8,7.7,122.4,13.4,5.8,12,405.0,17.3,0,0
10,7.26,8.4,0.0,5.0,28,191.0,33.1,0,0
8,8.01,535.5,16.1,8.3,12,181.0,27.0,1,0
10,5.39,107.8,1.6,0.2,23,651.0,32.6,0,1
10,5.5,51.6,3.8,1.8,34,878.0,25.0,0,0
12,4.52,95.1,7.7,1.6,26,248.0,36.4,0,0
8,7.29,292.6,9.7,0.8,13,707.0,27.3,0,0
12,7.9,54.6,7.1,1.7,8,124.0,30.2,1,0
8,7.32,32.1,6.4,1.9,12,374.0,25.8,2,0
12,9.51,20.7,19.3,3.7,5,481.0,23.5,0,0
8,6.49,53.0,12.8,5.4,32,278.0,19.3,1,0
8,7.7,227.2,0.5,2.4,10,500.0,31.9,0,0
10,4.53,95.7,8.6,6.4,15,800.0,30.0,1,1
8,5.8,38.7,17.5,2.0,9,853.0,28.5,0,0
8,7.75,27.3,6.0,1.7,28,135.0,22.3,0,0
10,8.03,60.7,1.9,3.9,22,281.0,35.1,0,0
10,5.97,421.8,15.2,0.1,24,882.0,28.5,0,1
10,6.37,63.0,12.1,0.4,32,280.0,31.5,0,0
10,3.77,665.0,11.4,2.7,17,639.0,28.0,0,1
10,5.86,99.6,1.1,14.3,9,265.0,22.6,0,0
8,8.1,29.6,2.8,6.4,34,353.0,33.0,2,0
8,7.54,332.7,12.5,0.5,5,213.0,30.3,0,0
8,7.4,92.5,4.2,9.4,26,778.0,27.1,0,0
12,6.59,185.5,10.1,6.6,22,800.0,30.2,0,0
10,6.51,617.6,10.9,4.7,9,302.0,32.1,1,1
8,5.31,7.7,5.7,8.6,35,750.0,31.3,0,0
8,7.76,15.3,19.0,2.6,10,355.0,19.4,0,0
12,7.26,191.2,16.8,1.3,31,134.0,20.5,2,0
8,7.39,49.7,14.4,3.6,29,694.0,31.7,0,0
10,5.55,30.6,1.6,4.0,33,557.0,24.5,0,1
10,2.62,6.0,2.1,3.9,32,283.0,22.8,0,0
10,8.47,3.3,9.9,4.2,20,265.0,29.9,0,0
8,5.64,223.4,3.2,14.9,16,879.0,22.6,1,0
12,4.95,21.7,19.6,11.6,24,783.0,25.6,2,0
12,7.75,94.6,3.2,10.4,22,738.0,32.3,1,1
10,5.79,139.7,9.7,8.1,38,159.0,20.4,0,0
10,8.41,83.9,7.3,14.4,27,692.0,21.2,0,0
12,7.61,4.1,12.8,0.5,31,232.0,19.9,0,0
10,7.73,229.5,2.6,1.5,21,881.0,23.7,1,0
8,4.04,1.6,8.6,3.4,25,94.0,28.4,0,0
10,8.68,215.3,5.5,9.4,35,349.0,24.9,0,0
10,6.97,335.7,17.8,3.5,7,414.0,35.5,0,1
8,5.84,85.1,0.8,6.9,21,751.0,30.3,0,0
10,6.76,115.0,18.3,0.7,30,701.0,27.9,0,0
12,3.3,97.2,16.7,1.5,27,369.0,34.3,0,1
12,7.24,73.9,6.0,6.6,10,531.0,21.3,0,0
8,4.65,327.6,15.8,0.9,32,760.0,32.3,0,0
8,4.07,336.6,0.6,2.2,12,65.0,26.8,1,1
12,3.76,61.4,19.3,1.5,12,732.0,25.7,2,0
12,8.5,143.2,10.5,2.2,23,855.0,31.1,0,0
8,5.37,392.4,6.1,6.2,33,77.0,25.9,0,0
12,9.26,490.8,7.3,2.3,27,89.0,28.9,2,0
12,5.54,106.7,1.3,4.1,36,343.0,27.5,0,0
10,3.43,90.4,19.8,0.5,14,125.0,29.5,0,1
10,4.49,49.0,0.8,8.2,31,457.0,25.5,0,0
8,8.72,478.7,13.1,2.3,5,669.0,32.6,0,1
8,6.22,23.1,8.9,5.2,33,532.0,17.8,1,0
8,5.51,130.1,19.0,6.5,7,217.0,31.2,1,0
12,6.79,49.8,4.9,1.2,35,607.0,18.5,0,0
8,7.4,49.1,10.6,10.8,15,632.0,24.2,1,0
8,8.51,77.9,9.6,4.8,26,843.0,30.6,0,0
8,9.11,1007.9,14.1,2.8,22,175.0,17.9,1,1
10,5.85,8.5,1.4,1.0,39,638.0,28.8,0,0
12,4.11,129.6,3.9,14.3,10,825.0,21.1,0,0
8,5.76,12.9,4.3,7.0,7,476.0,23.2,0,1
8,6.97,25.2,14.8,1.2,9,358.0,22.9,2,0
10,4.77,86.9,3.8,2.1,13,195.0,21.3,0,0
8,4.78,107.1,11.5,8.3,32,787.0,19.4,1,0
8,7.12,44.9,4.3,5.9,23,385.0,38.4,0,0
8,6.41,57.1,17.2,7.3,32,836.0,27.1,0,0
8,6.56,13.6,18.8,2.9,31,771.0,21.8,0,0
8,5.13,54.2,10.4,6.3,17,370.0,25.2,1,0
8,6.09,509.7,7.0,2.4,25,538.0,28.2,0,1
8,4.84,434.3,4.7,1.2,31,73.0,26.1,1,1
12,8.1,61.2,1.0,5.0,10,274.0,21.7,0,0
8,8.36,126.9,5.4,18.7,15,654.0,23.5,1,0
10,3.18,360.5,13.1,1.9,21,626.0,33.9,0,0
10,4.83,0.9,10.7,3.1,11,350.0,21.0,0,1
8,3.81,249.7,18.9,5.6,34,737.0,18.0,0,0
10,5.33,444.5,7.9,3.9,25,250.0,26.1,0,0
8,6.35,14.4,13.9,9.3,5,442.0,18.3,0,0
12,3.89,26.4,9.8,7.2,29,452.0,23.5,0,0
8,4.84,485.7,10.3,0.3,36,340.0,21.7,0,0
8,4.69,115.7,5.4,30.0,12,861.0,21.8,1,0
8,6.87,2.1,9.1,7.0,9,642.0,28.3,0,0
12,6.62,44.7,9.4,10.0,34,508.0,29.3,0,0
10,5.2,89.7,14.1,5.3,12,484.0,24.0,0,0
10,6.82,177.1,18.8,9.7,23,185.0,27.5,1,0
8,5.52,198.2,6.6,0.6,34,366.0,23.7,1,0
10,6.01,808.0,0.8,2.1,19,622.0,30.0,0,0
8,9.51,50.8,9.9,10.5,31,836.0,20.6,1,0
12,8.91,115.9,10.9,1.1,17,744.0,28.8,0,0
8,4.16,114.3,3.4,0.4,18,305.0,29.2,2,1
8,7.99,78.0,15.2,7.8,34,419.0,39.7,2,0
8,7.96,27.8,19.7,9.0,17,120.0,19.2,1,0
8,4.43,568.8,18.9,0.9,20,137.0,41.3,1,0
10,7.97,287.9,3.9,9.6,11,450.0,31.8,0,0
8,9.27,103.5,17.5,5.8,31,501.0,37.1,1,0
10,4.48,138.7,14.1,3.7,39,274.0,32.5,1,0
8,4.85,38.7,9.1,8.9,19,596.0,23.3,0,0
10,8.33,117.7,10.8,2.7,32,648.0,31.3,0,0
8,6.99,178.1,17.0,1.1,39,304.0,24.7,0,0
8,7.49,108.6,9.6,1.7,11,695.0,27.6,0,0
